parent_id,position,alien,branch,icon,id,importance,is_pair_second,layout_depth,layout_lane,max,name,ranks,size,tier,has_cost,has_draw_position,has_effects,has_requires,has_unlock,has_values
root,78,false,L,,L_S08,1,false,7,0,1,光学准直 Ⅱ,1,small,2,true,true,true,true,true,true
root,79,false,L,,L_S28,1,true,8,0,1,光学准直 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,80,false,L,,L_S11,1,false,9,-4,1,晶体增益 Ⅲ,1,small,3,true,true,true,true,true,true
root,81,false,L,,L_S31,1,true,10,-4,1,晶体增益 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,82,false,L,,L_S12,1,false,9,-2,1,脉冲循环 Ⅲ,1,small,3,true,true,true,true,true,true
root,83,false,L,,L_S32,1,true,10,-2,1,脉冲循环 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,84,false,L,,L_S13,1,false,9,0,1,光学准直 Ⅲ,1,small,3,true,true,true,true,true,true
root,85,false,L,,L_S33,1,true,10,0,1,光学准直 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,86,false,L,,L_S16,1,false,11,-4,1,晶体增益 Ⅳ,1,small,4,true,true,true,true,true,true
root,87,false,L,,L_S36,1,true,12,-4,1,晶体增益 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,88,false,L,,L_S17,1,false,11,-2,1,脉冲循环 Ⅳ,1,small,4,true,true,true,true,true,true
root,89,false,L,,L_S37,1,true,12,-2,1,脉冲循环 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,90,false,L,,L_S18,1,false,11,0,1,光学准直 Ⅳ,1,small,4,true,true,true,true,true,true
root,91,false,L,,L_S38,1,true,12,0,1,光学准直 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,92,false,I,,I_S01,1,false,1,-4,1,矿物分离 Ⅰ,1,small,1,true,true,true,true,true,true
root,93,false,I,,I_S21,1,true,2,-4,1,矿物分离 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,94,false,I,,I_S02,1,false,1,-2,1,能源转化 Ⅰ,1,small,1,true,true,true,true,true,true
root,95,false,I,,I_S22,1,true,2,-2,1,能源转化 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,96,false,I,,I_S03,1,false,1,0,1,科研方法 Ⅰ,1,small,1,true,true,true,true,true,true
root,97,false,I,,I_S23,1,true,2,0,1,科研方法 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,98,false,I,,I_S05,1,false,1,4,1,装配节拍 Ⅰ,1,small,1,true,true,true,true,true,true
root,99,false,I,,I_S25,1,true,2,4,1,装配节拍 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,100,false,I,,I_S06,1,false,3,-4,1,矿物分离 Ⅱ,1,small,2,true,true,true,true,true,true
root,101,false,I,,I_S26,1,true,4,-4,1,矿物分离 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,102,false,I,,I_S07,1,false,3,-2,1,能源转化 Ⅱ,1,small,2,true,true,true,true,true,true
root,103,false,I,,I_S27,1,true,4,-2,1,能源转化 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,104,false,I,,I_S08,1,false,3,0,1,科研方法 Ⅱ,1,small,2,true,true,true,true,true,true
root,105,false,I,,I_S28,1,true,4,0,1,科研方法 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,106,false,I,,I_S10,1,false,3,4,1,装配节拍 Ⅱ,1,small,2,true,true,true,true,true,true
root,107,false,I,,I_S30,1,true,4,4,1,装配节拍 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,108,false,I,,I_S11,1,false,5,-4,1,矿物分离 Ⅲ,1,small,3,true,true,true,true,true,true
root,109,false,I,,I_S31,1,true,6,-4,1,矿物分离 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,110,false,I,,I_S12,1,false,5,-2,1,能源转化 Ⅲ,1,small,3,true,true,true,true,true,true
root,111,false,I,,I_S32,1,true,6,-2,1,能源转化 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,112,false,I,,I_S13,1,false,5,0,1,科研方法 Ⅲ,1,small,3,true,true,true,true,true,true
root,113,false,I,,I_S33,1,true,6,0,1,科研方法 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,114,false,I,,I_S15,1,false,5,4,1,装配节拍 Ⅲ,1,small,3,true,true,true,true,true,true
root,115,false,I,,I_S35,1,true,6,4,1,装配节拍 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,116,false,I,,I_S16,1,false,7,-4,1,矿物分离 Ⅳ,1,small,4,true,true,true,true,true,true
root,117,false,I,,I_S36,1,true,8,-4,1,矿物分离 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,118,false,I,,I_S17,1,false,7,-2,1,能源转化 Ⅳ,1,small,4,true,true,true,true,true,true
root,119,false,I,,I_S37,1,true,8,-2,1,能源转化 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,120,false,I,,I_S18,1,false,7,0,1,科研方法 Ⅳ,1,small,4,true,true,true,true,true,true
root,121,false,I,,I_S38,1,true,8,0,1,科研方法 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,122,false,I,,I_S20,1,false,7,4,1,装配节拍 Ⅳ,1,small,4,true,true,true,true,true,true
root,123,false,I,,I_S40,1,true,8,4,1,装配节拍 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,124,false,D,,D_S01,1,false,1,-4,1,机体加固 Ⅰ,1,small,1,true,true,true,true,true,true
root,125,false,D,,D_S21,1,true,2,-4,1,机体加固 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,126,false,D,,D_S02,1,false,1,-2,1,行星蓄能 Ⅰ,1,small,1,true,true,true,true,true,true
root,127,false,D,,D_S22,1,true,2,-2,1,行星蓄能 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,128,false,D,,D_S03,1,false,1,0,1,维修单元 Ⅰ,1,small,1,true,true,true,true,true,true
root,129,false,D,,D_S23,1,true,2,0,1,维修单元 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,130,false,D,,D_S04,1,false,1,2,1,殉爆装药 Ⅰ,1,small,1,true,true,true,true,true,true
root,131,false,D,,D_S24,1,true,2,2,1,殉爆装药 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,132,false,D,,D_S05,1,false,1,4,1,殉爆整形 Ⅰ,1,small,1,true,true,true,true,true,true
root,133,false,D,,D_S25,1,true,2,4,1,殉爆整形 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,134,false,D,,D_S06,1,false,3,-4,1,机体加固 Ⅱ,1,small,2,true,true,true,true,true,true
root,135,false,D,,D_S26,1,true,4,-4,1,机体加固 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,136,false,D,,D_S07,1,false,3,-2,1,行星蓄能 Ⅱ,1,small,2,true,true,true,true,true,true
root,137,false,D,,D_S27,1,true,4,-2,1,行星蓄能 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,138,false,D,,D_S08,1,false,3,0,1,维修单元 Ⅱ,1,small,2,true,true,true,true,true,true
root,139,false,D,,D_S28,1,true,4,0,1,维修单元 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,140,false,D,,D_S09,1,false,3,2,1,殉爆装药 Ⅱ,1,small,2,true,true,true,true,true,true
root,141,false,D,,D_S29,1,true,4,2,1,殉爆装药 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,142,false,D,,D_S10,1,false,3,4,1,殉爆整形 Ⅱ,1,small,2,true,true,true,true,true,true
root,143,false,D,,D_S30,1,true,4,4,1,殉爆整形 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,144,false,D,,D_S11,1,false,5,-4,1,机体加固 Ⅲ,1,small,3,true,true,true,true,true,true
root,145,false,D,,D_S31,1,true,6,-4,1,机体加固 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,146,false,D,,D_S12,1,false,5,-2,1,行星蓄能 Ⅲ,1,small,3,true,true,true,true,true,true
root,147,false,D,,D_S32,1,true,6,-2,1,行星蓄能 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,148,false,D,,D_S13,1,false,5,0,1,维修单元 Ⅲ,1,small,3,true,true,true,true,true,true
root,149,false,D,,D_S33,1,true,6,0,1,维修单元 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,150,false,D,,D_S14,1,false,5,2,1,殉爆装药 Ⅲ,1,small,3,true,true,true,true,true,true
root,151,false,D,,D_S34,1,true,6,2,1,殉爆装药 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,152,false,D,,D_S15,1,false,5,4,1,殉爆整形 Ⅲ,1,small,3,true,true,true,true,true,true
root,153,false,D,,D_S35,1,true,6,4,1,殉爆整形 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,154,false,D,,D_S16,1,false,7,-4,1,机体加固 Ⅳ,1,small,4,true,true,true,true,true,true
root,155,false,D,,D_S36,1,true,8,-4,1,机体加固 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,156,false,D,,D_S17,1,false,7,-2,1,行星蓄能 Ⅳ,1,small,4,true,true,true,true,true,true
root,157,false,D,,D_S37,1,true,8,-2,1,行星蓄能 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,158,false,D,,D_S18,1,false,7,0,1,维修单元 Ⅳ,1,small,4,true,true,true,true,true,true
root,159,false,D,,D_S38,1,true,8,0,1,维修单元 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,160,false,D,,D_S19,1,false,7,2,1,殉爆装药 Ⅳ,1,small,4,true,true,true,true,true,true
root,161,false,D,,D_S39,1,true,8,2,1,殉爆装药 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,162,false,D,,D_S20,1,false,7,4,1,殉爆整形 Ⅳ,1,small,4,true,true,true,true,true,true
root,163,false,D,,D_S40,1,true,8,4,1,殉爆整形 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,164,false,C,,C_S01,1,false,1,-4,1,巡逻区划 Ⅰ,1,small,1,true,true,true,true,true,true
root,165,false,C,,C_S21,1,true,2,-4,1,巡逻区划 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,166,false,C,,C_S02,1,false,1,-2,1,远端拓展 Ⅰ,1,small,1,true,true,true,true,true,true
root,167,false,C,,C_S22,1,true,2,-2,1,远端拓展 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,168,false,C,,C_S03,1,false,1,0,1,巡航推进 Ⅰ,1,small,1,true,true,true,true,true,true
root,169,false,C,,C_S23,1,true,2,0,1,巡航推进 Ⅰ · 续,1,small,1,true,true,true,true,true,true
root,170,false,C,,C_S06,1,false,3,-4,1,巡逻区划 Ⅱ,1,small,2,true,true,true,true,true,true
root,171,false,C,,C_S26,1,true,4,-4,1,巡逻区划 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,172,false,C,,C_S07,1,false,3,-2,1,远端拓展 Ⅱ,1,small,2,true,true,true,true,true,true
root,173,false,C,,C_S27,1,true,4,-2,1,远端拓展 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,174,false,C,,C_S08,1,false,3,0,1,巡航推进 Ⅱ,1,small,2,true,true,true,true,true,true
root,175,false,C,,C_S28,1,true,4,0,1,巡航推进 Ⅱ · 续,1,small,2,true,true,true,true,true,true
root,176,false,C,,C_S11,1,false,5,-4,1,巡逻区划 Ⅲ,1,small,3,true,true,true,true,true,true
root,177,false,C,,C_S31,1,true,6,-4,1,巡逻区划 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,178,false,C,,C_S12,1,false,5,-2,1,远端拓展 Ⅲ,1,small,3,true,true,true,true,true,true
root,179,false,C,,C_S32,1,true,6,-2,1,远端拓展 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,180,false,C,,C_S13,1,false,5,0,1,巡航推进 Ⅲ,1,small,3,true,true,true,true,true,true
root,181,false,C,,C_S33,1,true,6,0,1,巡航推进 Ⅲ · 续,1,small,3,true,true,true,true,true,true
root,182,false,C,,C_S16,1,false,7,-4,1,巡逻区划 Ⅳ,1,small,4,true,true,true,true,true,true
root,183,false,C,,C_S36,1,true,8,-4,1,巡逻区划 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,184,false,C,,C_S17,1,false,7,-2,1,远端拓展 Ⅳ,1,small,4,true,true,true,true,true,true
root,185,false,C,,C_S37,1,true,8,-2,1,远端拓展 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,186,false,C,,C_S18,1,false,7,0,1,巡航推进 Ⅳ,1,small,4,true,true,true,true,true,true
root,187,false,C,,C_S38,1,true,8,0,1,巡航推进 Ⅳ · 续,1,small,4,true,true,true,true,true,true
root,188,false,K,,K_N1,2,,3,-1,1,扫荡机编制,1,medium,1,true,true,true,true,true,false
root,189,false,K,,K_N2,2,,5,0,1,猎隼机编制,1,medium,2,true,true,true,true,true,false
root,190,false,K,,K_N3,2,,7,-1,1,远距点射,1,medium,3,true,true,true,true,true,true
root,191,true,K,,K_A1,2,,3,-3,1,近防识别,1,medium,1,true,true,true,true,true,true
root,192,true,K,,K_A2,2,,5,-1,1,脉冲压制,1,medium,2,true,true,true,true,true,true
root,193,true,K,,K_A3,2,,7,-3,1,失盾追猎,1,medium,3,true,true,true,true,true,true
root,194,true,K,,K_G1,3,,5,-3,1,超导枪列,1,large,2,true,true,true,true,true,true
root,195,true,K,,K_G2,3,,9,-4,1,行星近防网,1,large,4,true,true,true,true,true,true
root,196,false,M,,M_N1,2,,3,-4,1,制导武装,1,medium,1,true,true,true,true,true,false
root,197,false,M,,M_N2,2,,8,1,1,轰击机编制,1,medium,2,true,true,true,true,true,false
root,198,false,M,,M_N3,2,,10,-1,1,鱼雷机编制,1,medium,3,true,true,true,true,true,false
root,199,true,M,,M_A1,2,,6,-3,1,近炸引信,1,medium,1,true,true,true,true,true,true
root,200,true,M,,M_A2,2,,8,-1,1,甲壳震裂,1,medium,2,true,true,true,true,true,true
root,201,true,M,,M_A3,2,,10,-3,1,饱和锁定,1,medium,3,true,true,true,true,true,true
root,202,true,M,,M_G1,3,,8,-3,1,破城制导,1,large,2,true,true,true,true,true,true
root,203,true,M,,M_G2,3,,12,-4,1,轨道火力链,1,large,4,true,true,true,true,true,true
root,204,false,L,,L_N1,2,,4,-4,1,聚能激光,1,medium,2,true,true,true,true,true,false
root,205,false,L,,L_N2,2,,9,1,1,长矛机编制,1,medium,2,true,true,true,true,true,false
root,206,false,L,,L_N3,2,,11,-1,1,光脉冲机编制,1,medium,3,true,true,true,true,true,false
root,207,true,L,,L_A1,2,,7,-3,1,光盾卸载,1,medium,1,true,true,true,true,true,true
root,208,true,L,,L_A2,2,,9,-1,1,频谱封锁,1,medium,2,true,true,true,true,true,true
root,209,true,L,,L_A3,2,,11,-3,1,连续光泵,1,medium,3,true,true,true,true,true,true
root,210,true,L,,L_G1,3,,9,-3,1,相位聚能,1,large,2,true,true,true,true,true,true
root,211,true,L,,L_G2,3,,13,-4,1,光蚀场,1,large,4,true,true,true,true,true,true
root,212,false,I,,I_N1,2,,3,-1,1,精密核心接口,1,medium,1,true,true,true,true,true,true
root,213,false,I,,I_N2,2,,5,1,1,科研设备,1,medium,2,true,true,true,true,true,true
root,214,false,I,,I_N3,2,,7,-1,1,自动排产,1,medium,3,true,true,true,true,true,true
root,215,true,I,,I_A1,2,,3,-3,1,遗迹催化,1,medium,1,true,true,true,true,true,true
root,216,true,I,,I_A2,2,,5,-3,1,科研回响,1,medium,2,true,true,true,true,true,true
root,217,true,I,,I_A3,2,,7,-3,1,战利精炼,1,medium,3,true,true,true,true,true,true
root,218,true,I,,I_G1,3,,5,-1,1,行星计算阵列,1,large,2,true,true,true,true,true,true
root,219,true,I,,I_G2,3,,9,-4,1,并行产线,1,large,4,true,true,true,true,true,true
root,220,false,D,,D_N1,2,,3,-1,1,复合机体,1,medium,1,true,true,true,true,true,true
root,221,false,D,,D_N2,2,,5,1,1,快速维修,1,medium,2,true,true,true,true,true,true
root,222,false,D,,D_N3,2,,7,-1,1,护盾整流,1,medium,3,true,true,true,true,true,true
root,223,true,D,,D_A1,2,,3,-3,1,反应护层,1,medium,1,true,true,true,true,true,true
root,224,true,D,,D_A2,2,,5,-3,1,纳米急救,1,medium,2,true,true,true,true,true,true
root,225,true,D,,D_A3,2,,7,-3,1,牺牲转换,1,medium,3,true,true,true,true,true,true
root,226,true,D,,D_G1,3,,5,-1,1,行星屏障,1,large,2,true,true,true,true,true,true
root,227,true,D,,D_G2,3,,9,-4,1,零界护盾,1,large,4,true,true,true,true,true,true
root,228,false,C,,C_N1,2,,3,-1,1,攻坚测距,1,medium,1,true,true,true,true,true,true
root,229,false,C,,C_N2,2,,5,1,1,远域巡航,1,medium,2,true,true,true,true,true,true
root,230,false,C,,C_N3,2,,7,-1,1,轮替接敌,1,medium,3,true,true,true,true,true,true
root,231,true,C,,C_A1,2,,3,-3,1,应急加力,1,medium,1,true,true,true,true,true,true
root,232,true,C,,C_A2,2,,5,-3,1,深空补给,1,medium,3,true,true,true,true,true,true
root,233,true,C,,C_A3,2,,7,-3,1,外环补给,1,medium,4,true,true,true,true,true,true
root,234,true,C,,C_G1,3,,5,-1,1,母舰攻坚,1,large,2,true,true,true,true,true,true
root,235,true,C,,C_G2,3,,9,-4,1,星环航程,1,large,5,true,true,true,true,true,true
root,236,false,M,blast,M_S21,1,false,6,0,1,扩散爆轰,1,small,2,true,true,true,true,true,true
root,237,false,M,blast,M_S44,1,true,7,0,1,扩散爆轰 · 续,1,small,2,true,true,true,true,true,true
root,238,false,M,range,M_S22,1,false,4,-3,1,远程导引,1,small,2,true,true,true,true,true,true
root,239,false,M,range,M_S45,1,true,5,-3,1,远程导引 · 续,1,small,2,true,true,true,true,true,true
root,240,false,M,speed,M_S23,1,false,6,4,1,持续助推,1,small,2,true,true,true,true,true,true
root,241,false,M,speed,M_S46,1,true,7,4,1,持续助推 · 续,1,small,2,true,true,true,true,true,true
root,242,false,M,missile,M_N4,2,,6,-1,1,双联挂架,1,medium,2,true,true,true,true,true,true
root,243,false,D,shield,D_N4,2,,3,1,1,区域护盾工程,1,medium,1,true,true,true,false,true,true
root,244,false,I,capacity,I_N4,2,,3,3,1,编制扩容 1,1,medium,1,true,true,true,true,true,true
root,245,false,I,capacity,I_N5,2,,5,3,1,编制扩容 2,1,medium,2,true,true,true,true,true,true
root,246,false,I,capacity,I_N6,2,,7,3,1,编制扩容 3,1,medium,3,true,true,true,true,true,true
root,247,false,D,repair,D_S41,1,true,4,1,1,局部修复,1,small,1,true,true,true,true,true,true
