parent_id,position,key,type,value
M_S11,0,completed_wave,integer,0
M_S11,1,defense_stage,integer,1
M_S34,0,completed_wave,integer,0
M_S34,1,defense_stage,integer,1
M_S12,0,completed_wave,integer,0
M_S12,1,defense_stage,integer,1
M_S35,0,completed_wave,integer,0
M_S35,1,defense_stage,integer,1
M_S13,0,completed_wave,integer,0
M_S13,1,defense_stage,integer,1
M_S36,0,completed_wave,integer,0
M_S36,1,defense_stage,integer,1
M_S14,0,completed_wave,integer,0
M_S14,1,defense_stage,integer,1
M_S37,0,completed_wave,integer,0
M_S37,1,defense_stage,integer,1
M_S15,0,completed_wave,integer,0
M_S15,1,defense_stage,integer,1
M_S38,0,completed_wave,integer,0
M_S38,1,defense_stage,integer,1
M_S16,0,completed_wave,integer,0
M_S16,1,defense_stage,integer,2
M_S39,0,completed_wave,integer,0
M_S39,1,defense_stage,integer,2
M_S17,0,completed_wave,integer,0
M_S17,1,defense_stage,integer,2
M_S40,0,completed_wave,integer,0
M_S40,1,defense_stage,integer,2
M_S18,0,completed_wave,integer,0
M_S18,1,defense_stage,integer,2
M_S41,0,completed_wave,integer,0
M_S41,1,defense_stage,integer,2
M_S19,0,completed_wave,integer,0
M_S19,1,defense_stage,integer,2
M_S42,0,completed_wave,integer,0
M_S42,1,defense_stage,integer,2
M_S20,0,completed_wave,integer,0
M_S20,1,defense_stage,integer,2
M_S43,0,completed_wave,integer,0
M_S43,1,defense_stage,integer,2
L_S01,0,completed_wave,integer,0
L_S01,1,defense_stage,integer,0
L_S21,0,completed_wave,integer,0
L_S21,1,defense_stage,integer,0
L_S02,0,completed_wave,integer,0
L_S02,1,defense_stage,integer,0
L_S22,0,completed_wave,integer,0
L_S22,1,defense_stage,integer,0
L_S03,0,completed_wave,integer,0
L_S03,1,defense_stage,integer,0
L_S23,0,completed_wave,integer,0
L_S23,1,defense_stage,integer,0
L_S06,0,completed_wave,integer,10
L_S06,1,defense_stage,integer,0
L_S26,0,completed_wave,integer,10
L_S26,1,defense_stage,integer,0
L_S07,0,completed_wave,integer,10
L_S07,1,defense_stage,integer,0
L_S27,0,completed_wave,integer,10
L_S27,1,defense_stage,integer,0
L_S08,0,completed_wave,integer,10
L_S08,1,defense_stage,integer,0
L_S28,0,completed_wave,integer,10
L_S28,1,defense_stage,integer,0
L_S11,0,completed_wave,integer,0
L_S11,1,defense_stage,integer,1
L_S31,0,completed_wave,integer,0
L_S31,1,defense_stage,integer,1
L_S12,0,completed_wave,integer,0
L_S12,1,defense_stage,integer,1
L_S32,0,completed_wave,integer,0
L_S32,1,defense_stage,integer,1
L_S13,0,completed_wave,integer,0
L_S13,1,defense_stage,integer,1
L_S33,0,completed_wave,integer,0
L_S33,1,defense_stage,integer,1
L_S16,0,completed_wave,integer,0
L_S16,1,defense_stage,integer,2
L_S36,0,completed_wave,integer,0
L_S36,1,defense_stage,integer,2
L_S17,0,completed_wave,integer,0
L_S17,1,defense_stage,integer,2
L_S37,0,completed_wave,integer,0
L_S37,1,defense_stage,integer,2
L_S18,0,completed_wave,integer,0
L_S18,1,defense_stage,integer,2
L_S38,0,completed_wave,integer,0
L_S38,1,defense_stage,integer,2
I_S01,0,completed_wave,integer,0
I_S01,1,defense_stage,integer,0
I_S21,0,completed_wave,integer,0
I_S21,1,defense_stage,integer,0
I_S02,0,completed_wave,integer,0
I_S02,1,defense_stage,integer,0
I_S22,0,completed_wave,integer,0
I_S22,1,defense_stage,integer,0
I_S03,0,completed_wave,integer,0
I_S03,1,defense_stage,integer,0
I_S23,0,completed_wave,integer,0
I_S23,1,defense_stage,integer,0
I_S05,0,completed_wave,integer,0
I_S05,1,defense_stage,integer,0
I_S25,0,completed_wave,integer,0
I_S25,1,defense_stage,integer,0
I_S06,0,completed_wave,integer,10
I_S06,1,defense_stage,integer,0
I_S26,0,completed_wave,integer,10
I_S26,1,defense_stage,integer,0
I_S07,0,completed_wave,integer,10
I_S07,1,defense_stage,integer,0
I_S27,0,completed_wave,integer,10
I_S27,1,defense_stage,integer,0
I_S08,0,completed_wave,integer,10
I_S08,1,defense_stage,integer,0
I_S28,0,completed_wave,integer,10
I_S28,1,defense_stage,integer,0
I_S10,0,completed_wave,integer,10
I_S10,1,defense_stage,integer,0
I_S30,0,completed_wave,integer,10
I_S30,1,defense_stage,integer,0
I_S11,0,completed_wave,integer,0
I_S11,1,defense_stage,integer,1
I_S31,0,completed_wave,integer,0
I_S31,1,defense_stage,integer,1
I_S12,0,completed_wave,integer,0
I_S12,1,defense_stage,integer,1
I_S32,0,completed_wave,integer,0
I_S32,1,defense_stage,integer,1
I_S13,0,completed_wave,integer,0
I_S13,1,defense_stage,integer,1
I_S33,0,completed_wave,integer,0
I_S33,1,defense_stage,integer,1
I_S15,0,completed_wave,integer,0
I_S15,1,defense_stage,integer,1
I_S35,0,completed_wave,integer,0
I_S35,1,defense_stage,integer,1
I_S16,0,completed_wave,integer,0
I_S16,1,defense_stage,integer,2
I_S36,0,completed_wave,integer,0
I_S36,1,defense_stage,integer,2
I_S17,0,completed_wave,integer,0
I_S17,1,defense_stage,integer,2
I_S37,0,completed_wave,integer,0
I_S37,1,defense_stage,integer,2
I_S18,0,completed_wave,integer,0
I_S18,1,defense_stage,integer,2
I_S38,0,completed_wave,integer,0
I_S38,1,defense_stage,integer,2
I_S20,0,completed_wave,integer,0
I_S20,1,defense_stage,integer,2
I_S40,0,completed_wave,integer,0
I_S40,1,defense_stage,integer,2
D_S01,0,completed_wave,integer,0
D_S01,1,defense_stage,integer,0
D_S21,0,completed_wave,integer,0
D_S21,1,defense_stage,integer,0
D_S02,0,completed_wave,integer,0
D_S02,1,defense_stage,integer,0
D_S22,0,completed_wave,integer,0
D_S22,1,defense_stage,integer,0
D_S03,0,completed_wave,integer,0
D_S03,1,defense_stage,integer,0
D_S23,0,completed_wave,integer,0
D_S23,1,defense_stage,integer,0
D_S04,0,completed_wave,integer,0
D_S04,1,defense_stage,integer,0
D_S24,0,completed_wave,integer,0
D_S24,1,defense_stage,integer,0
D_S05,0,completed_wave,integer,0
D_S05,1,defense_stage,integer,0
D_S25,0,completed_wave,integer,0
D_S25,1,defense_stage,integer,0
D_S06,0,completed_wave,integer,10
D_S06,1,defense_stage,integer,0
D_S26,0,completed_wave,integer,10
D_S26,1,defense_stage,integer,0
D_S07,0,completed_wave,integer,10
D_S07,1,defense_stage,integer,0
D_S27,0,completed_wave,integer,10
D_S27,1,defense_stage,integer,0
D_S08,0,completed_wave,integer,10
D_S08,1,defense_stage,integer,0
D_S28,0,completed_wave,integer,10
D_S28,1,defense_stage,integer,0
D_S09,0,completed_wave,integer,10
D_S09,1,defense_stage,integer,0
D_S29,0,completed_wave,integer,10
D_S29,1,defense_stage,integer,0
D_S10,0,completed_wave,integer,10
D_S10,1,defense_stage,integer,0
D_S30,0,completed_wave,integer,10
D_S30,1,defense_stage,integer,0
D_S11,0,completed_wave,integer,0
D_S11,1,defense_stage,integer,1
D_S31,0,completed_wave,integer,0
D_S31,1,defense_stage,integer,1
D_S12,0,completed_wave,integer,0
D_S12,1,defense_stage,integer,1
D_S32,0,completed_wave,integer,0
D_S32,1,defense_stage,integer,1
D_S13,0,completed_wave,integer,0
D_S13,1,defense_stage,integer,1
D_S33,0,completed_wave,integer,0
D_S33,1,defense_stage,integer,1
D_S14,0,completed_wave,integer,0
D_S14,1,defense_stage,integer,1
D_S34,0,completed_wave,integer,0
D_S34,1,defense_stage,integer,1
D_S15,0,completed_wave,integer,0
D_S15,1,defense_stage,integer,1
D_S35,0,completed_wave,integer,0
D_S35,1,defense_stage,integer,1
D_S16,0,completed_wave,integer,0
D_S16,1,defense_stage,integer,2
D_S36,0,completed_wave,integer,0
D_S36,1,defense_stage,integer,2
D_S17,0,completed_wave,integer,0
D_S17,1,defense_stage,integer,2
D_S37,0,completed_wave,integer,0
D_S37,1,defense_stage,integer,2
D_S18,0,completed_wave,integer,0
D_S18,1,defense_stage,integer,2
D_S38,0,completed_wave,integer,0
D_S38,1,defense_stage,integer,2
D_S19,0,completed_wave,integer,0
D_S19,1,defense_stage,integer,2
D_S39,0,completed_wave,integer,0
D_S39,1,defense_stage,integer,2
D_S20,0,completed_wave,integer,0
D_S20,1,defense_stage,integer,2
D_S40,0,completed_wave,integer,0
D_S40,1,defense_stage,integer,2
C_S01,0,completed_wave,integer,0
C_S01,1,defense_stage,integer,0
C_S21,0,completed_wave,integer,0
C_S21,1,defense_stage,integer,0
C_S02,0,completed_wave,integer,0
C_S02,1,defense_stage,integer,0
C_S22,0,completed_wave,integer,0
C_S22,1,defense_stage,integer,0
C_S03,0,completed_wave,integer,0
C_S03,1,defense_stage,integer,0
C_S23,0,completed_wave,integer,0
C_S23,1,defense_stage,integer,0
C_S06,0,completed_wave,integer,10
C_S06,1,defense_stage,integer,0
C_S26,0,completed_wave,integer,10
C_S26,1,defense_stage,integer,0
C_S07,0,completed_wave,integer,10
C_S07,1,defense_stage,integer,0
C_S27,0,completed_wave,integer,10
C_S27,1,defense_stage,integer,0
C_S08,0,completed_wave,integer,10
C_S08,1,defense_stage,integer,0
C_S28,0,completed_wave,integer,10
C_S28,1,defense_stage,integer,0
C_S11,0,completed_wave,integer,0
C_S11,1,defense_stage,integer,1
C_S31,0,completed_wave,integer,0
C_S31,1,defense_stage,integer,1
C_S12,0,completed_wave,integer,0
C_S12,1,defense_stage,integer,1
C_S32,0,completed_wave,integer,0
C_S32,1,defense_stage,integer,1
C_S13,0,completed_wave,integer,0
C_S13,1,defense_stage,integer,1
C_S33,0,completed_wave,integer,0
C_S33,1,defense_stage,integer,1
C_S16,0,completed_wave,integer,0
C_S16,1,defense_stage,integer,2
C_S36,0,completed_wave,integer,0
C_S36,1,defense_stage,integer,2
C_S17,0,completed_wave,integer,0
C_S17,1,defense_stage,integer,2
C_S37,0,completed_wave,integer,0
C_S37,1,defense_stage,integer,2
C_S18,0,completed_wave,integer,0
C_S18,1,defense_stage,integer,2
C_S38,0,completed_wave,integer,0
C_S38,1,defense_stage,integer,2
K_N1,0,completed_wave,integer,8
K_N1,1,defense_stage,integer,0
K_N2,0,completed_wave,integer,22
K_N2,1,defense_stage,integer,0
K_N3,0,completed_wave,integer,10
K_N3,1,defense_stage,integer,1
K_A1,0,completed_wave,integer,0
K_A1,1,defense_stage,integer,0
K_A2,0,completed_wave,integer,15
K_A2,1,defense_stage,integer,0
K_A3,0,completed_wave,integer,0
K_A3,1,defense_stage,integer,1
K_G1,0,completed_wave,integer,10
K_G1,1,defense_stage,integer,0
K_G2,0,completed_wave,integer,0
K_G2,1,defense_stage,integer,2
M_N1,0,completed_wave,integer,0
M_N1,1,defense_stage,integer,0
M_N2,0,completed_wave,integer,18
M_N2,1,defense_stage,integer,0
M_N3,0,completed_wave,integer,10
M_N3,1,defense_stage,integer,1
M_A1,0,completed_wave,integer,0
M_A1,1,defense_stage,integer,0
M_A2,0,completed_wave,integer,15
M_A2,1,defense_stage,integer,0
M_A3,0,completed_wave,integer,0
M_A3,1,defense_stage,integer,1
M_G1,0,completed_wave,integer,10
M_G1,1,defense_stage,integer,0
M_G2,0,completed_wave,integer,0
M_G2,1,defense_stage,integer,2
L_N1,0,completed_wave,integer,10
L_N1,1,defense_stage,integer,0
L_N2,0,completed_wave,integer,24
L_N2,1,defense_stage,integer,0
L_N3,0,completed_wave,integer,10
L_N3,1,defense_stage,integer,1
L_A1,0,completed_wave,integer,0
L_A1,1,defense_stage,integer,0
L_A2,0,completed_wave,integer,15
L_A2,1,defense_stage,integer,0
L_A3,0,completed_wave,integer,0
L_A3,1,defense_stage,integer,1
L_G1,0,completed_wave,integer,10
L_G1,1,defense_stage,integer,0
L_G2,0,completed_wave,integer,0
L_G2,1,defense_stage,integer,2
I_N1,0,completed_wave,integer,0
I_N1,1,defense_stage,integer,0
I_N2,0,completed_wave,integer,10
I_N2,1,defense_stage,integer,0
I_N3,0,completed_wave,integer,10
I_N3,1,defense_stage,integer,1
I_A1,0,completed_wave,integer,0
I_A1,1,defense_stage,integer,0
I_A2,0,completed_wave,integer,15
I_A2,1,defense_stage,integer,0
I_A3,0,completed_wave,integer,0
I_A3,1,defense_stage,integer,1
I_G1,0,completed_wave,integer,10
I_G1,1,defense_stage,integer,0
I_G2,0,completed_wave,integer,0
I_G2,1,defense_stage,integer,2
D_N1,0,completed_wave,integer,0
D_N1,1,defense_stage,integer,0
D_N2,0,completed_wave,integer,10
D_N2,1,defense_stage,integer,0
D_N3,0,completed_wave,integer,10
D_N3,1,defense_stage,integer,1
D_A1,0,completed_wave,integer,0
D_A1,1,defense_stage,integer,0
D_A2,0,completed_wave,integer,15
D_A2,1,defense_stage,integer,0
D_A3,0,completed_wave,integer,0
D_A3,1,defense_stage,integer,1
D_G1,0,completed_wave,integer,10
D_G1,1,defense_stage,integer,0
D_G2,0,completed_wave,integer,0
D_G2,1,defense_stage,integer,2
C_N1,0,completed_wave,integer,0
C_N1,1,defense_stage,integer,0
C_N2,0,completed_wave,integer,10
C_N2,1,defense_stage,integer,0
C_N3,0,completed_wave,integer,10
C_N3,1,defense_stage,integer,1
C_A1,0,completed_wave,integer,0
C_A1,1,defense_stage,integer,0
C_A2,0,completed_wave,integer,0
C_A2,1,defense_stage,integer,1
C_A3,0,completed_wave,integer,0
C_A3,1,defense_stage,integer,2
C_G1,0,completed_wave,integer,24
C_G1,1,defense_stage,integer,0
C_G2,0,completed_wave,integer,0
C_G2,1,defense_stage,integer,3
M_S21,0,completed_wave,integer,6
M_S21,1,defense_stage,integer,0
M_S44,0,completed_wave,integer,6
M_S44,1,defense_stage,integer,0
M_S22,0,completed_wave,integer,6
M_S22,1,defense_stage,integer,0
M_S45,0,completed_wave,integer,6
M_S45,1,defense_stage,integer,0
M_S23,0,completed_wave,integer,6
M_S23,1,defense_stage,integer,0
M_S46,0,completed_wave,integer,6
M_S46,1,defense_stage,integer,0
M_N4,0,completed_wave,integer,8
M_N4,1,defense_stage,integer,0
D_N4,0,completed_wave,integer,0
D_N4,1,defense_stage,integer,0
I_N4,0,completed_wave,integer,0
I_N4,1,defense_stage,integer,0
I_N5,0,completed_wave,integer,10
I_N5,1,defense_stage,integer,0
I_N6,0,completed_wave,integer,0
I_N6,1,defense_stage,integer,1
D_S41,0,completed_wave,integer,0
D_S41,1,defense_stage,integer,0
